43, Self-emp-inc,130126, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K,37-47,43-100
50, Private,34832, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, >50K,47-90,38-43
49, Private,198759, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K,47-90,43-100
38, Local-gov,223004, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,75, United-States, <=50K,37-47,43-100
19, ?,385901, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,22, United-States, <=50K,17-28,0-38
21, Private,363192, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
49, Private,278322, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
55, Private,105304, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
29, Private,203833, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K,28-17,38-43
42, Private,97688, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K,37-47,43-100
32, Self-emp-inc,108467, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K,28-17,43-100
73, Self-emp-inc,80986, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K,47-90,0-38
45, Private,145636, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,43, United-States, >50K,37-47,38-43
34, Self-emp-not-inc,34572, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K,28-17,43-100
41, Private,74182, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
21, Private,111467, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K,17-28,38-43
38, Private,116358, Some-college,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K,37-47,38-43
59, Federal-gov,200700, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K,47-90,38-43
33, Private,109996, Assoc-acdm,12, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K,28-17,38-43
24, Private,128487, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,17-28,38-43
37, Private,200153, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
29, Private,229729, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
30, Private,213722, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,28-17,38-43
50, Private,189183, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
61, Private,243283, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
23, State-gov,199915, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States, <=50K,17-28,0-38
18, Private,157131, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K,17-28,0-38
43, Self-emp-not-inc,34007, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K,37-47,43-100
56, Private,109015, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,50, United-States, >50K,47-90,43-100
41, Private,171546, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K,37-47,43-100
32, State-gov,317647, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K,28-17,38-43
35, Private,135162, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K,28-17,43-100
19, Private,386378, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K,17-28,0-38
27, Private,23940, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K,17-28,38-43
32, Private,36467, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K,28-17,43-100
32, Private,216145, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,4650,0,45, United-States, <=50K,28-17,43-100
33, State-gov,167474, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
37, Self-emp-inc,395831, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K,28-17,43-100
40, Self-emp-not-inc,240698, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,37-47,43-100
45, Self-emp-not-inc,162923, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K,37-47,43-100
51, State-gov,172281, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K,47-90,0-38
62, ?,97231, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,1, United-States, <=50K,47-90,0-38
76, ?,164835, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,25, United-States, <=50K,47-90,0-38
33, Local-gov,254935, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K,28-17,43-100
18, Private,243240, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,37, United-States, <=50K,17-28,0-38
64, State-gov,201293, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K,47-90,0-38
55, Private,171355, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K,47-90,0-38
33, Private,213308, Assoc-voc,11, Separated, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, <=50K,28-17,43-100
20, Private,250165, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,17-28,38-43
44, Private,162108, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K,37-47,43-100
33, Private,177331, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K,28-17,38-43
37, Private,278924, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
33, Private,121966, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,28-17,38-43
22, Private,264874, Some-college,10, Never-married, Tech-support, Other-relative, White, Female,0,0,40, United-States, <=50K,17-28,38-43
40, ?,180362, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K,37-47,38-43
28, Self-emp-not-inc,420054, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K,17-28,38-43
58, State-gov,40925, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
57, Private,190997, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K,47-90,43-100
21, Private,236696, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,57, United-States, <=50K,17-28,43-100
51, Private,87205, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, England, <=50K,47-90,43-100
19, Private,217769, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K,17-28,0-38
23, Private,31606, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,17-28,38-43
30, Private,209103, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K,28-17,43-100
27, ?,190650, Bachelors,13, Never-married, ?, Unmarried, Asian-Pac-Islander, Male,0,0,25, Philippines, <=50K,17-28,0-38
38, Local-gov,134444, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K,37-47,43-100
41, Private,177905, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K,37-47,43-100
42, Federal-gov,70240, Some-college,10, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K,37-47,38-43
26, Private,483822, 7th-8th,4, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Guatemala, <=50K,17-28,38-43
41, Local-gov,169995, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,20, United-States, <=50K,37-47,0-38
60, ?,106282, 9th,5, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K,47-90,38-43
34, Local-gov,231826, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, <=50K,28-17,38-43
35, ?,317780, Some-college,10, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States, <=50K,28-17,38-43
20, ?,371089, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
18, ?,236090, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
23, Private,315065, 10th,6, Never-married, Other-service, Unmarried, White, Male,0,0,60, Mexico, <=50K,17-28,43-100
40, Private,143327, Some-college,10, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
31, Private,99928, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K,28-17,43-100
25, ?,219897, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,35, Canada, <=50K,17-28,0-38
35, ?,119006, HS-grad,9, Widowed, ?, Own-child, White, Female,0,0,38, United-States, <=50K,28-17,0-38
39, Private,347960, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,14084,0,35, United-States, >50K,37-47,0-38
30, Federal-gov,127610, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K,28-17,0-38
51, Local-gov,193720, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K,47-90,38-43
33, Self-emp-not-inc,249249, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K,28-17,43-100
46, Private,234690, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
45, Private,165232, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K,37-47,38-43
37, Private,189382, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K,28-17,0-38
59, Private,159724, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,7298,0,55, United-States, >50K,47-90,43-100
21, ?,207988, HS-grad,9, Married-civ-spouse, ?, Other-relative, White, Female,0,0,35, United-States, <=50K,17-28,0-38
55, Self-emp-not-inc,100569, HS-grad,9, Separated, Farming-fishing, Unmarried, White, Female,0,0,55, United-States, <=50K,47-90,43-100
74, Private,211075, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K,47-90,0-38
28, Private,73037, 10th,6, Never-married, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K,17-28,0-38
43, Private,152617, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,37-47,38-43
46, Private,471990, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,46, United-States, >50K,37-47,43-100
42, Local-gov,46094, Bachelors,13, Divorced, Transport-moving, Not-in-family, White, Male,0,0,33, United-States, <=50K,37-47,0-38
50, Private,172511, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
33, ?,102130, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,28-17,38-43
63, Private,254907, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K,47-90,0-38
51, Private,84399, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K,47-90,38-43
58, Private,366324, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K,47-90,0-38
29, State-gov,382272, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
18, Private,27780, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K,17-28,0-38
18, ?,28311, 11th,7, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K,17-28,0-38
46, Private,29437, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K,37-47,43-100
54, Private,146551, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, >50K,47-90,43-100
31, Private,257644, 11th,7, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K,28-17,38-43
23, ?,55492, Assoc-voc,11, Never-married, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K,17-28,0-38
36, Private,117381, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
30, Private,287908, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K,28-17,38-43
30, Local-gov,235271, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K,28-17,43-100
34, Private,119153, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K,28-17,43-100
63, Private,181863, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,27, United-States, <=50K,47-90,0-38
59, Self-emp-not-inc,325732, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,52, United-States, >50K,47-90,43-100
34, Private,340917, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,2829,0,50, ?, <=50K,28-17,43-100
28, Private,66777, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,3137,0,40, United-States, <=50K,17-28,38-43
48, Private,401333, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K,47-90,38-43
23, Private,242375, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K,17-28,0-38
36, Local-gov,357720, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K,28-17,38-43
51, Local-gov,349431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K,47-90,38-43
52, Private,180062, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K,47-90,43-100
29, Private,142555, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,42, United-States, <=50K,28-17,38-43
53, Private,48413, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
20, Private,59948, 9th,5, Never-married, Adm-clerical, Unmarried, Black, Female,114,0,20, United-States, <=50K,17-28,0-38
58, Private,365511, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Mexico, <=50K,47-90,38-43
35, Self-emp-not-inc,188563, HS-grad,9, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K,28-17,43-100
40, Private,128700, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,37-47,38-43
25, Private,410240, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,17-28,38-43
50, Private,183638, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K,47-90,38-43
33, Private,373662, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K,28-17,38-43
55, Private,227856, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K,47-90,43-100
25, Private,396633, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,56, United-States, >50K,17-28,43-100
43, State-gov,52849, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,37-47,38-43
17, Private,230789, 9th,5, Never-married, Sales, Own-child, Black, Male,0,0,22, United-States, <=50K,17-28,0-38
36, State-gov,36397, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K,28-17,43-100
36, Private,201769, 11th,7, Never-married, Protective-serv, Not-in-family, Black, Male,13550,0,40, United-States, >50K,28-17,38-43
33, Private,200246, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
54, Federal-gov,27432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
22, Private,239954, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K,17-28,38-43
23, Private,289909, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K,17-28,43-100
57, Private,201112, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K,47-90,38-43
19, Local-gov,167816, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K,17-28,0-38
53, Private,223696, 12th,8, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male,0,0,56, Dominican-Republic, <=50K,47-90,43-100
32, Private,186824, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K,28-17,38-43
37, Private,167777, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K,28-17,43-100
49, Private,247294, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K,47-90,43-100
18, Private,120029, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K,17-28,0-38
45, Private,158685, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K,37-47,38-43
30, Private,196342, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K,28-17,38-43
36, Self-emp-inc,102729, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K,28-17,43-100
53, Local-gov,192982, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, >50K,47-90,0-38
29, Private,423024, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K,28-17,38-43
33, Private,511517, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,28-17,38-43
20, Private,215495, 9th,5, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, Mexico, <=50K,17-28,38-43
53, Private,156843, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,54, United-States, >50K,47-90,43-100
73, Private,29778, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K,47-90,0-38
58, Private,178644, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K,47-90,38-43
78, ?,135839, HS-grad,9, Widowed, ?, Not-in-family, White, Female,1086,0,20, United-States, <=50K,47-90,0-38
28, Private,177955, 11th,7, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K,17-28,38-43
47, Private,216734, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K,37-47,43-100
30, Private,232475, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
37, Private,26898, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,12, United-States, <=50K,28-17,0-38
22, Local-gov,164775, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Guatemala, >50K,17-28,38-43
20, Private,48121, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,17-28,38-43
33, Private,268451, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K,28-17,38-43
51, Private,120270, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,47-90,38-43
20, Private,62865, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K,17-28,43-100
47, Private,103020, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K,37-47,38-43
39, Private,179016, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K,37-47,38-43
17, Private,241185, 12th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K,17-28,0-38
29, Private,183639, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,97, United-States, <=50K,28-17,43-100
18, Private,25837, 11th,7, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K,17-28,0-38
33, Private,67072, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K,28-17,43-100
30, Private,158200, Prof-school,15, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, ?, <=50K,28-17,38-43
33, Private,59083, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,45, United-States, >50K,28-17,43-100
20, ?,53738, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States, <=50K,17-28,43-100
28, Private,149652, 10th,6, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K,17-28,0-38
18, ?,184416, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,30, United-States, <=50K,17-28,0-38
39, Local-gov,473547, 10th,6, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K,37-47,38-43
53, Private,104461, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,8614,0,50, Italy, >50K,47-90,43-100
25, Private,191782, 11th,7, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K,17-28,38-43
33, Private,164190, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K,28-17,38-43
24, Private,157894, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K,17-28,38-43
25, Private,153841, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
19, Private,199480, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K,17-28,0-38
26, Private,151551, Some-college,10, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,2597,0,48, United-States, <=50K,17-28,43-100
41, Private,444743, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K,37-47,38-43
23, Private,176724, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K,17-28,38-43
36, Private,93225, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
32, State-gov,438711, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K,28-17,38-43
32, Private,126838, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
36, State-gov,98037, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,28-17,38-43
29, Private,116662, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K,28-17,38-43
32, Private,281540, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K,28-17,43-100
45, Private,72896, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
43, Private,188436, Prof-school,15, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K,37-47,38-43
72, Private,158092, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K,47-90,0-38
48, Private,152953, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, Dominican-Republic, <=50K,47-90,0-38
40, Private,436493, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K,37-47,0-38
37, Self-emp-inc,163998, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K,28-17,43-100
20, Local-gov,194630, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,17-28,38-43
27, Private,197905, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,17-28,38-43
19, Private,229745, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K,17-28,0-38
22, Private,117210, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Greece, <=50K,17-28,0-38
57, Private,296152, Some-college,10, Divorced, Exec-managerial, Other-relative, White, Female,594,0,10, United-States, <=50K,47-90,0-38
19, Private,271118, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,28, United-States, <=50K,17-28,0-38
60, Local-gov,138502, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,48, United-States, >50K,47-90,43-100
31, Private,369825, 7th-8th,4, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,25, United-States, <=50K,28-17,0-38
33, Private,149184, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K,28-17,43-100
24, ?,256240, 7th-8th,4, Married-civ-spouse, ?, Own-child, White, Male,0,0,60, United-States, <=50K,17-28,43-100
19, Private,266255, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K,17-28,38-43
55, State-gov,199713, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K,47-90,0-38
23, Private,87867, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K,17-28,0-38
36, Private,111128, HS-grad,9, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K,28-17,38-43
20, Private,218962, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,17-28,38-43
63, Private,308028, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,5013,0,40, United-States, <=50K,47-90,38-43
56, Private,206399, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K,47-90,38-43
51, Private,221672, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K,47-90,43-100
